Train ID,Scheduled Time,Day of Week
T04304,15:09,Sunday
T04305,05:46,Wednesday
T04306,04:12,Monday
T04307,16:54,Saturday
T04308,06:00,Monday
T04309,15:35,Tuesday
T04310,22:11,Thursday
T04311,22:16,Thursday
T04312,20:37,Saturday
T04313,11:30,Saturday
T04314,05:56,Sunday
T04315,07:56,Saturday
T04316,15:31,Thursday
T04317,19:22,Thursday
T04318,09:06,Monday
T04319,09:26,Wednesday
T04320,07:42,Monday
T04321,05:29,Saturday
T04322,03:22,Thursday
T04323,22:08,Sunday
T04324,15:38,Saturday
T04325,07:01,Wednesday
T04326,16:13,Monday
T04327,17:49,Wednesday
T04328,21:20,Thursday
T04329,14:27,Wednesday
T04330,01:17,Saturday
T04331,07:21,Sunday
T04332,01:19,Thursday
T04333,07:36,Friday
T04334,06:49,Monday
T04335,19:39,Tuesday
T04336,19:34,Saturday
T04337,00:51,Monday
T04338,22:21,Sunday
T04339,17:04,Monday
T04340,16:13,Friday
T04341,06:10,Thursday
T04342,22:14,Sunday
T04343,05:58,Wednesday
T04344,13:13,Saturday
T04345,07:00,Sunday
T04346,00:48,Monday
T04347,16:25,Monday
T04348,05:18,Monday
T04349,07:40,Tuesday
T04350,01:17,Monday
T04351,12:41,Tuesday
T04352,23:56,Sunday
T04353,02:04,Friday
T04354,23:45,Thursday
T04355,00:00,Sunday
T04356,17:38,Monday
T04357,23:37,Tuesday
T04358,19:54,Sunday
T04359,10:27,Saturday
T04360,00:19,Thursday
T04361,06:06,Saturday
T04362,18:30,Wednesday
T04363,13:05,Thursday
T04364,17:17,Wednesday
T04365,22:34,Tuesday
T04366,12:01,Saturday
T04367,12:23,Saturday
T04368,03:28,Friday
T04369,00:25,Thursday
T04370,11:30,Monday
T04371,20:19,Tuesday
T04372,20:05,Friday
T04373,05:13,Friday
T04374,07:05,Thursday
T04375,19:53,Friday
T04376,23:53,Sunday
T04377,07:03,Wednesday
T04378,13:19,Wednesday
T04379,04:02,Saturday
T04380,18:38,Sunday
T04381,00:17,Tuesday
T04382,17:50,Friday
T04383,15:20,Tuesday
T04384,10:29,Thursday
T04385,16:35,Saturday
T04386,02:58,Thursday
T04387,22:04,Tuesday
T04388,00:10,Saturday
T04389,03:10,Thursday
T04390,03:02,Thursday
T04391,05:40,Thursday
T04392,04:47,Thursday
T04393,12:00,Monday
T04394,13:18,Saturday
T04395,08:33,Friday
T04396,11:36,Tuesday
T04397,04:18,Saturday
T04398,06:51,Saturday
T04399,11:33,Wednesday
T04400,15:29,Wednesday
T04401,23:46,Tuesday
T04402,16:45,Monday
T04403,10:26,Tuesday
T04404,15:04,Wednesday
T04405,22:12,Saturday
T04406,03:34,Wednesday
T04407,03:03,Thursday
T04408,19:10,Wednesday
T04409,20:35,Wednesday
T04410,20:00,Wednesday
T04411,09:52,Friday
T04412,23:19,Friday
T04413,12:59,Friday
T04414,17:41,Tuesday
T04415,02:37,Monday
T04416,23:13,Tuesday
T04417,08:36,Tuesday
T04418,16:37,Sunday
T04419,12:21,Sunday
T04420,18:38,Sunday
T04421,23:55,Saturday
T04422,15:13,Monday
T04423,07:13,Sunday
T04424,19:09,Tuesday
T04425,15:55,Wednesday
T04426,02:57,Tuesday
T04427,16:51,Thursday
T04428,21:30,Wednesday
T04429,16:48,Tuesday
T04430,17:25,Sunday
T04431,12:45,Wednesday
T04432,09:53,Wednesday
T04433,16:05,Sunday
T04434,06:10,Sunday
T04435,08:45,Sunday
T04436,13:35,Thursday
T04437,22:50,Saturday
T04438,03:35,Saturday
T04439,11:11,Sunday
T04440,11:54,Sunday
T04441,21:22,Thursday
T04442,06:39,Tuesday
T04443,12:23,Saturday
T04444,00:12,Wednesday
T04445,16:12,Friday
T04446,09:21,Wednesday
T04447,08:32,Friday
T04448,08:02,Wednesday
T04449,20:30,Monday
T04450,22:45,Wednesday
T04451,20:03,Sunday
T04452,00:55,Thursday
T04453,19:40,Thursday
T04454,05:30,Sunday
T04455,20:48,Sunday
T04456,03:02,Monday
T04457,19:57,Tuesday
T04458,22:47,Sunday
T04459,04:05,Sunday
T04460,03:03,Saturday
T04461,22:03,Monday
T04462,17:17,Saturday
T04463,19:47,Wednesday
T04464,21:54,Saturday
T04465,05:57,Saturday
T04466,11:33,Saturday
T04467,12:26,Saturday
T04468,01:04,Sunday
T04469,16:09,Wednesday
T04470,02:11,Monday
T04471,08:38,Saturday
T04472,16:26,Saturday
T04473,23:53,Wednesday
T04474,08:35,Monday
T04475,10:29,Sunday
T04476,22:05,Thursday
T04477,02:07,Tuesday
T04478,23:05,Wednesday
T04479,18:40,Sunday
T04480,05:50,Tuesday
T04481,20:23,Monday
T04482,23:15,Sunday
T04483,21:41,Saturday
T04484,23:08,Monday
T04485,12:45,Tuesday
T04486,08:08,Wednesday
T04487,13:14,Wednesday
T04488,06:11,Wednesday
T04489,22:28,Monday
T04490,15:22,Wednesday
T04491,11:49,Friday
T04492,14:53,Saturday
T04493,05:02,Thursday
T04494,04:34,Tuesday
T04495,22:27,Saturday
T04496,21:50,Tuesday
T04497,10:44,Friday
T04498,23:50,Monday
T04499,16:49,Wednesday
T04500,06:29,Monday
T04501,03:33,Saturday
T04502,05:30,Thursday
T04503,18:20,Friday
T04504,12:42,Monday
T04505,10:44,Saturday
T04506,11:55,Tuesday
T04507,13:30,Wednesday
T04508,20:57,Tuesday
T04509,11:19,Thursday
T04510,17:11,Thursday
T04511,19:29,Friday
T04512,22:27,Thursday
T04513,15:53,Wednesday
T04514,23:23,Wednesday
T04515,15:43,Wednesday
T04516,01:59,Sunday
T04517,16:06,Thursday
T04518,08:36,Friday
T04519,00:10,Tuesday
T04520,09:56,Saturday
T04521,16:12,Sunday
T04522,04:08,Wednesday
T04523,01:05,Sunday
T04524,04:51,Thursday
T04525,12:10,Monday
T04526,21:09,Tuesday
T04527,09:19,Tuesday
T04528,07:54,Thursday
T04529,02:46,Tuesday
T04530,21:35,Monday
T04531,15:10,Monday
T04532,15:35,Thursday
T04533,22:13,Saturday
T04534,12:53,Saturday
T04535,07:48,Thursday
T04536,04:20,Thursday
T04537,10:57,Sunday
T04538,21:46,Friday
T04539,12:34,Wednesday
T04540,15:42,Friday
T04541,00:14,Tuesday
T04542,07:23,Wednesday
T04543,16:52,Friday
T04544,19:48,Monday
T04545,20:14,Thursday
T04546,06:02,Wednesday
T04547,13:05,Thursday
T04548,20:11,Tuesday
T04549,09:19,Saturday
T04550,15:02,Thursday
T04551,05:10,Saturday
T04552,16:53,Thursday
T04553,02:22,Saturday
T04554,03:41,Sunday
T04555,00:10,Tuesday
T04556,18:32,Saturday
T04557,14:00,Saturday
T04558,21:25,Sunday
T04559,01:19,Wednesday
T04560,23:40,Friday
T04561,14:32,Sunday
T04562,15:45,Sunday
T04563,17:23,Sunday
T04564,05:27,Sunday
T04565,12:55,Monday
T04566,04:00,Saturday
T04567,18:16,Friday
T04568,19:46,Thursday
T04569,01:29,Monday
T04570,03:55,Thursday
T04571,11:03,Saturday
T04572,11:16,Wednesday
T04573,21:18,Friday
T04574,08:11,Wednesday
T04575,13:01,Wednesday
T04576,09:40,Friday
T04577,03:22,Monday
T04578,17:47,Tuesday
T04579,05:05,Monday
T04580,04:46,Saturday
T04581,15:27,Wednesday
T04582,14:44,Tuesday
T04583,23:52,Friday
T04584,14:02,Wednesday
T04585,11:02,Friday
T04586,23:40,Thursday
T04587,16:46,Wednesday
T04588,20:47,Thursday
T04589,12:01,Saturday
T04590,08:46,Saturday
T04591,02:53,Monday
T04592,06:36,Wednesday
T04593,19:32,Sunday
T04594,07:44,Wednesday
T04595,18:30,Sunday
T04596,13:17,Saturday
T04597,05:17,Saturday
T04598,01:38,Tuesday
T04599,21:18,Monday
T04600,13:13,Sunday
T04601,13:42,Wednesday
T04602,08:29,Sunday
T04603,20:20,Tuesday
T04604,07:01,Wednesday
T04605,07:04,Wednesday
T04606,23:45,Sunday
T04607,14:37,Saturday
T04608,19:21,Thursday
T04609,15:59,Monday
T04610,10:21,Wednesday
T04611,14:09,Sunday
T04612,23:31,Friday
T04613,22:10,Thursday
T04614,08:25,Saturday
T04615,18:05,Thursday
T04616,17:22,Tuesday
T04617,23:33,Wednesday
T04618,09:48,Thursday
T04619,21:29,Tuesday
T04620,19:37,Friday
T04621,11:36,Thursday
T04622,00:48,Friday
T04623,23:31,Thursday
T04624,17:08,Friday
T04625,03:06,Tuesday
T04626,06:07,Wednesday
T04627,05:55,Sunday
T04628,23:25,Thursday
T04629,11:48,Thursday
T04630,19:17,Sunday
T04631,11:40,Saturday
T04632,21:40,Wednesday
T04633,16:34,Thursday
T04634,07:54,Thursday
T04635,14:18,Tuesday
T04636,05:25,Monday
T04637,17:53,Sunday
T04638,14:41,Saturday
T04639,03:24,Saturday
T04640,13:26,Tuesday
T04641,20:01,Tuesday
T04642,04:39,Friday
T04643,02:38,Saturday
T04644,13:01,Friday
T04645,07:10,Saturday
T04646,15:43,Wednesday
T04647,00:47,Sunday
T04648,20:24,Friday
T04649,06:54,Thursday
T04650,11:46,Tuesday
T04651,15:59,Tuesday
T04652,10:08,Monday
T04653,00:13,Thursday
T04654,14:15,Friday
T04655,14:15,Thursday
T04656,16:41,Sunday
T04657,19:53,Sunday
T04658,05:15,Saturday
T04659,02:00,Monday
T04660,21:43,Sunday
T04661,16:30,Monday
T04662,13:16,Friday
T04663,03:45,Saturday
T04664,17:45,Thursday
T04665,15:52,Monday
T04666,09:51,Sunday
T04667,23:49,Wednesday
T04668,12:45,Saturday
T04669,20:28,Sunday
T04670,03:06,Sunday
T04671,08:48,Sunday
T04672,03:46,Wednesday
T04673,13:42,Tuesday
T04674,07:50,Tuesday
T04675,08:06,Saturday
T04676,22:04,Saturday
T04677,15:48,Sunday
T04678,08:21,Saturday
T04679,14:21,Saturday
T04680,08:36,Friday
T04681,01:48,Tuesday
T04682,16:18,Tuesday
T04683,11:36,Saturday
T04684,09:19,Tuesday
T04685,18:40,Thursday
T04686,22:28,Wednesday
T04687,04:47,Tuesday
T04688,04:38,Sunday
T04689,12:16,Tuesday
T04690,00:54,Friday
T04691,09:09,Monday
T04692,08:23,Friday
T04693,23:55,Thursday
T04694,15:39,Wednesday
T04695,20:09,Sunday
T04696,16:20,Wednesday
T04697,12:55,Saturday
T04698,05:55,Thursday
T04699,05:30,Monday
T04700,21:04,Tuesday
T04701,09:13,Tuesday
T04702,08:38,Sunday
T04703,03:41,Wednesday
T04704,15:29,Saturday
T04705,00:53,Sunday
T04706,16:57,Saturday
T04707,06:23,Monday
T04708,12:40,Wednesday
T04709,16:04,Friday
T04710,17:54,Friday
T04711,02:51,Thursday
T04712,18:33,Tuesday
T04713,08:51,Tuesday
T04714,22:59,Sunday
T04715,07:14,Saturday
T04716,14:11,Friday
T04717,08:35,Monday
T04718,23:12,Sunday
T04719,02:57,Friday
T04720,09:03,Tuesday
T04721,07:37,Thursday
T04722,14:06,Sunday
T04723,01:20,Monday
T04724,06:30,Thursday
T04725,02:30,Monday
T04726,17:37,Friday
T04727,15:19,Monday
T04728,18:27,Saturday
T04729,14:49,Tuesday
T04730,18:51,Friday
T04731,14:00,Sunday
T04732,13:38,Thursday
T04733,20:11,Friday
T04734,15:32,Saturday
T04735,09:16,Tuesday
T04736,10:17,Friday
T04737,16:19,Thursday
T04738,03:48,Thursday
T04739,00:20,Thursday
T04740,15:10,Monday
T04741,13:43,Monday
T04742,14:21,Saturday
T04743,17:52,Tuesday
T04744,03:48,Tuesday
T04745,09:32,Wednesday
T04746,16:30,Saturday
T04747,09:59,Tuesday
T04748,18:43,Wednesday
T04749,05:12,Sunday
T04750,05:54,Friday
T04751,21:10,Friday
T04752,15:41,Sunday
T04753,13:49,Wednesday
T04754,07:59,Thursday
T04755,09:23,Wednesday
T04756,10:46,Sunday
T04757,23:20,Wednesday
T04758,13:36,Sunday
T04759,13:00,Monday
T04760,13:22,Sunday
T04761,04:29,Monday
T04762,22:12,Saturday
T04763,22:16,Sunday
T04764,11:01,Thursday
T04765,12:20,Friday
T04766,23:12,Friday
T04767,16:28,Monday
T04768,02:15,Wednesday
T04769,23:30,Friday
T04770,15:02,Thursday
T04771,22:58,Thursday
T04772,07:17,Friday
T04773,12:03,Monday
T04774,20:21,Friday
T04775,11:28,Monday
T04776,15:08,Monday
T04777,10:49,Thursday
T04778,04:55,Friday
T04779,09:36,Friday
T04780,02:28,Wednesday
T04781,18:34,Wednesday
T04782,17:33,Saturday
T04783,00:08,Sunday
T04784,22:45,Wednesday
T04785,11:57,Saturday
T04786,06:11,Thursday
T04787,07:29,Wednesday
T04788,06:43,Wednesday
T04789,08:38,Monday
T04790,04:07,Thursday
T04791,13:25,Sunday
T04792,01:53,Monday
T04793,16:23,Friday
T04794,13:02,Sunday
T04795,10:50,Thursday
T04796,09:36,Saturday
T04797,02:47,Friday
T04798,02:35,Friday
T04799,05:51,Sunday
T04800,02:36,Friday
T04801,20:12,Sunday
T04802,21:27,Thursday
T04803,14:56,Tuesday
T04804,20:21,Tuesday
T04805,20:36,Thursday
T04806,16:49,Saturday
T04807,13:56,Thursday
T04808,18:18,Friday
T04809,12:01,Tuesday
T04810,10:27,Wednesday
T04811,07:37,Sunday
T04812,10:34,Saturday
T04813,21:12,Wednesday
T04814,22:55,Tuesday
T04815,06:49,Tuesday
T04816,09:11,Monday
T04817,17:38,Sunday
T04818,04:34,Monday
T04819,10:55,Tuesday
T04820,21:13,Wednesday
T04821,05:27,Tuesday
T04822,06:49,Monday
T04823,04:56,Monday
T04824,12:01,Sunday
T04825,23:54,Tuesday
T04826,12:03,Thursday
T04827,12:12,Sunday
T04828,12:37,Monday
T04829,05:32,Saturday
T04830,16:07,Sunday
T04831,06:07,Saturday
T04832,19:22,Wednesday
T04833,13:12,Monday
T04834,16:23,Wednesday
T04835,16:07,Monday
T04836,00:24,Thursday
T04837,03:22,Wednesday
T04838,02:27,Wednesday
T04839,07:44,Saturday
T04840,20:51,Thursday
T04841,00:17,Saturday
T04842,10:02,Sunday
T04843,07:11,Monday
T04844,04:33,Tuesday
T04845,22:30,Monday
T04846,19:51,Sunday
T04847,23:42,Wednesday
T04848,19:26,Thursday
T04849,05:11,Tuesday
T04850,23:51,Tuesday
T04851,11:56,Sunday
T04852,05:01,Tuesday
T04853,09:25,Wednesday
T04854,08:39,Monday
T04855,00:21,Thursday
T04856,01:47,Thursday
T04857,01:34,Sunday
T04858,19:46,Tuesday
T04859,05:06,Wednesday
T04860,07:05,Monday
T04861,03:30,Thursday
T04862,17:28,Sunday
T04863,19:51,Monday
T04864,09:30,Wednesday
T04865,04:20,Friday
T04866,11:39,Saturday
T04867,03:30,Saturday
T04868,18:12,Tuesday
T04869,16:08,Tuesday
T04870,21:05,Monday
T04871,22:25,Friday
T04872,03:15,Wednesday
T04873,05:46,Wednesday
T04874,10:45,Saturday
T04875,18:33,Friday
T04876,08:48,Wednesday
T04877,13:23,Tuesday
T04878,18:47,Saturday
T04879,12:40,Sunday
T04880,06:11,Tuesday
T04881,20:02,Tuesday
T04882,12:20,Friday
T04883,15:30,Tuesday
T04884,20:55,Thursday
T04885,14:13,Friday
T04886,08:34,Monday
T04887,23:17,Sunday
T04888,16:59,Wednesday
T04889,05:16,Sunday
T04890,15:49,Thursday
T04891,21:06,Sunday
T04892,10:48,Wednesday
T04893,02:50,Thursday
T04894,20:01,Tuesday
T04895,03:14,Sunday
T04896,03:07,Saturday
T04897,09:08,Wednesday
T04898,14:27,Monday
T04899,16:11,Sunday
T04900,16:12,Sunday
T04901,21:14,Tuesday
T04902,23:47,Friday
T04903,19:49,Friday
T04904,16:33,Sunday
T04905,17:23,Tuesday
T04906,22:33,Wednesday
T04907,05:06,Tuesday
T04908,20:40,Tuesday
T04909,22:09,Friday
T04910,13:54,Wednesday
T04911,01:25,Thursday
T04912,16:26,Thursday
T04913,10:08,Wednesday
T04914,00:04,Saturday
T04915,17:42,Tuesday
T04916,23:39,Monday
T04917,01:48,Tuesday
T04918,04:30,Sunday
T04919,07:25,Saturday
T04920,13:25,Tuesday
T04921,07:53,Monday
T04922,07:17,Thursday
T04923,03:46,Friday
T04924,21:09,Thursday
T04925,04:43,Sunday
T04926,10:00,Monday
T04927,16:19,Monday
T04928,20:38,Tuesday
T04929,21:28,Sunday
T04930,03:34,Friday
T04931,14:09,Sunday
T04932,23:21,Monday
T04933,12:53,Monday
T04934,20:29,Friday
T04935,05:56,Saturday
T04936,15:48,Tuesday
T04937,16:06,Saturday
T04938,19:38,Tuesday
T04939,21:31,Thursday
T04940,13:03,Monday
T04941,08:53,Saturday
T04942,08:57,Saturday
T04943,16:21,Saturday
T04944,08:22,Monday
T04945,03:45,Tuesday
T04946,18:31,Friday
T04947,13:42,Monday
T04948,22:31,Friday
T04949,18:24,Friday
T04950,21:24,Friday
T04951,03:37,Monday
T04952,18:06,Sunday
T04953,07:23,Saturday
T04954,22:57,Thursday
T04955,12:45,Monday
T04956,11:41,Sunday
T04957,14:36,Monday
T04958,12:52,Saturday
T04959,13:42,Tuesday
T04960,18:11,Saturday
T04961,10:06,Thursday
T04962,00:46,Sunday
T04963,08:22,Wednesday
T04964,11:15,Thursday
T04965,01:20,Saturday
T04966,20:16,Tuesday
T04967,17:49,Saturday
T04968,10:47,Sunday
T04969,11:49,Sunday
T04970,15:54,Wednesday
T04971,11:39,Saturday
T04972,07:20,Monday
T04973,23:05,Thursday
T04974,10:39,Saturday
T04975,05:48,Tuesday
T04976,08:54,Thursday
T04977,11:21,Wednesday
T04978,05:10,Monday
T04979,03:12,Wednesday
T04980,16:44,Friday
T04981,09:48,Friday
T04982,05:25,Saturday
T04983,02:12,Monday
T04984,22:38,Thursday
T04985,08:09,Wednesday
T04986,17:22,Tuesday
T04987,12:06,Sunday
T04988,09:39,Monday
T04989,10:14,Sunday
T04990,01:15,Tuesday
T04991,21:17,Thursday
T04992,07:53,Tuesday
T04993,07:56,Thursday
T04994,20:51,Tuesday
T04995,00:18,Monday
T04996,19:30,Thursday
T04997,17:35,Tuesday
T04998,13:11,Friday
T04999,12:40,Thursday
T05000,23:16,Sunday
